run,split,tp,fp,fn,tn,valid_pixel_count,support_water,water_pred_pixels,accuracy,balanced_accuracy,iou_water,iou_background,mean_iou,f1_water,f1_background,macro_f1,precision_water,recall_water,specificity,fpr,fnr,gt_water_ratio,pred_water_ratio,water_ratio_error,pred_gt_ratio,topo_violation_fraction,topo_descending_pairs,topo_violation_pairs
baseline,valid,1917981.0,337335.0,319624.0,17719785.0,20294725.0,2237605.0,2255316.0,0.9676290760283768,0.9192382187852461,0.7448643463537015,0.9642505222905646,0.854557434322133,0.8537790893719253,0.9817999398224688,0.917789514597197,0.8504267251241068,0.8571579881167588,0.9813184494537335,0.018681550546266513,0.14284201188324122,0.1102554974260553,0.11112818725062794,0.0008726898245726422,1.0079151592886144,0.001121893911956438,38649822.0,43361.0
baseline,test,2207957.0,335890.0,358144.0,17615376.0,20517367.0,2566101.0,2543847.0,0.9661733398832316,0.9208607011456482,0.760842125285709,0.9620941362938511,0.86146813078978,0.8641798311841921,0.9806809148424711,0.9224303730133316,0.8679598262002393,0.8604326174223073,0.9812887848689892,0.018711215131010817,0.13956738257769277,0.1250697031446579,0.12398506104608842,0.0010846420985694827,0.9913276991045947,0.001099195702794047,38490871.0,42309.0
baseline,bolivia,395551.0,78010.0,59313.0,2334941.0,2867815.0,454864.0,473561.0,0.9521158094228532,0.9186365374437258,0.7422974286604338,0.9444545566331104,0.8433759926467721,0.8520903680965075,0.9714339205421861,0.9117621443193469,0.835269373956048,0.869602782370115,0.9676702925173366,0.032329707482663346,0.130397217629885,0.1586099521761341,0.1651295498489268,0.0065195976727926985,1.0411045939005945,0.00188701342246587,5609923.0,10586.0
d8_real,valid,1819966.0,188921.0,417639.0,17868199.0,20294725.0,2237605.0,2008887.0,0.9701124306931974,0.9014460233569096,0.7500294659937705,0.9671681779448381,0.8585988219693044,0.8571620999168255,0.9833101092101529,0.9202361045634893,0.9059573783891279,0.8133544571092753,0.9895375896045439,0.010462410395456197,0.18664554289072469,0.1102554974260553,0.09898567238531195,0.01126982504074335,0.8977844615113033,0.0007754757576891298,38649822.0,29972.0
d8_real,test,2115141.0,228267.0,450960.0,17722999.0,20517367.0,2566101.0,2343408.0,0.9668950211788871,0.9057733201647045,0.7569300106499931,0.9630899544435548,0.860009982546774,0.8616507271908453,0.9811979856180827,0.921424356404464,0.9025918662051167,0.8242625679971287,0.9872840723322801,0.012715927667719926,0.17573743200287129,0.1250697031446579,0.11421582506176353,0.01085387808289437,0.9132173675159317,0.0009108913123841754,38490871.0,35061.0
d8_real,bolivia,366215.0,42501.0,88649.0,2370450.0,2867815.0,454864.0,408716.0,0.9542683192604823,0.8937475388534409,0.7363103555738744,0.9475735529261273,0.8419419542500008,0.8481321938905486,0.9730811465399575,0.9106066702152531,0.8960133686961117,0.8051087797671392,0.9823862979397426,0.017613702060257336,0.19489122023286082,0.1586099521761341,0.14251825867428686,0.01609169350184725,0.8985454993140806,0.0015522494693777436,5609923.0,8708.0
d8_shuf,valid,1767870.0,225388.0,469735.0,17831732.0,20294725.0,2237605.0,1993258.0,0.9657485873792327,0.8887952375013954,0.7177730509181309,0.9624802482666378,0.8401266495923844,0.8357018414446414,0.9808814627477135,0.9082916520961775,0.8869248235802891,0.7900724211824697,0.9875180538203213,0.012481946179678708,0.20992757881753035,0.1102554974260553,0.09821557079487404,0.012039926631181253,0.8907997613519812,0.0006480754296876193,38649822.0,25048.0
d8_shuf,test,2062052.0,247858.0,504049.0,17703408.0,20517367.0,2566101.0,2309910.0,0.963352656313064,0.8948833555824564,0.7327939035359079,0.9592579698585475,0.8460259366972277,0.8457946464845957,0.9792053773580445,0.91250001192132,0.8926979839041348,0.8035739824737997,0.986192728691113,0.013807271308887072,0.19642601752620026,0.1250697031446579,0.11258315942781547,0.012486543716842435,0.9001633217086934,0.0007935647909864134,38490871.0,30545.0
d8_shuf,bolivia,371608.0,53736.0,83256.0,2359215.0,2867815.0,454864.0,425344.0,0.9522312283044757,0.897347622214652,0.7306488399528116,0.945119935966849,0.8378843879598303,0.8443640594041408,0.9717857685696526,0.9080749139868967,0.8736646102919049,0.8169650708783285,0.9777301735509756,0.022269826449024453,0.18303492912167152,0.1586099521761341,0.14831640116255757,0.01029355101357654,0.9351014808821978,0.001283796586869374,5609923.0,7202.0
