condition,seed,tag,status,best_epoch,last_epoch,best_val_miou,val_mean_iou,val_iou_water,val_f1_water,val_precision_water,val_recall_water,val_accuracy,val_topo_violation_fraction,test_mean_iou,test_iou_water,test_f1_water,test_precision_water,test_recall_water,test_accuracy,test_topo_violation_fraction,bolivia_mean_iou,bolivia_iou_water,bolivia_f1_water,bolivia_precision_water,bolivia_recall_water,bolivia_accuracy,bolivia_topo_violation_fraction
dice_ce,0,segman_n100_dice_ce_seed0,done,34,49,0.854557434322133,0.854557434322133,0.7448643463537015,0.8537790893719253,0.8504267251241068,0.8571579881167588,0.9676290760283768,0.001121893911956438,0.86146813078978,0.760842125285709,0.8641798311841921,0.8679598262002393,0.8604326174223073,0.9661733398832316,0.001099195702794047,0.8433759926467721,0.7422974286604338,0.8520903680965075,0.835269373956048,0.869602782370115,0.9521158094228532,0.00188701342246587
dice_ce,1,segman_n100_dice_ce_seed1,done,20,35,0.8419174862043071,0.8419174862043071,0.7219023871801941,0.8384939733574435,0.8626441641210532,0.8156591534252023,0.9653560223161437,0.0008603920607965543,0.8444180719818936,0.7309349855819348,0.8445551007638762,0.8699918068312765,0.8205635709584307,0.9622216632377829,0.0008956669232036864,0.8019443561423394,0.6662638469284995,0.7997098996736371,0.9358291291432882,0.6981603292412677,0.9445319868959469,0.0013766677367942483
dice_ce,2,segman_n100_dice_ce_seed2,done,19,34,0.8205761724226305,0.8205761724226305,0.6833414169031884,0.8118868935813612,0.8755686509497809,0.7568404611180257,0.9613314297188063,0.0006983473300342755,0.847699775482866,0.7358221226769488,0.8478082092215523,0.8903818040458801,0.8091201398541991,0.9636680476593317,0.0009384303098778928,0.8359572883917304,0.7246119402675387,0.840318825758715,0.928024958079886,0.7677591543846073,0.9537198180496301,0.0012465411735597797
dice_ce_topo,0,segman_n100_dice_ce_topo_seed0,done,30,45,0.8447613353233847,0.8447613353233847,0.7271240531547346,0.8420055893803141,0.8586498713592436,0.8259943108815005,0.9658229909496187,0.001037986669123599,0.8580350769031013,0.7546280458991687,0.8601572825224679,0.8730712340369166,0.847619793609059,0.9655296900425868,0.0009879485449939545,0.8365018244206138,0.7285598499590833,0.8429674563785906,0.8693450197862986,0.8181434450736924,0.9516530878037809,0.0018454798755704847
dice_ce_topo,1,segman_n100_dice_ce_topo_seed1,done,26,41,0.8503974236717158,0.8503974236717158,0.7363431439623874,0.8481539452876005,0.8793130082275901,0.819127594012348,0.967662188080893,0.0009787625930075435,0.8469334798116264,0.7344179887605747,0.8468754285527148,0.8918879651860356,0.8061880650839542,0.9635377190455287,0.000985038764126694,0.8075812637303704,0.6767190232648521,0.8071943049195771,0.9189550336587858,0.7196700552252981,0.9454699832450838,0.0015713228149477274
dice_ce_topo,2,segman_n100_dice_ce_topo_seed2,done,55,70,0.8290175643062312,0.8290175643062312,0.69830964921519,0.8223584545231637,0.8779242691958631,0.7734077283524126,0.9631597865947925,0.0007579853795963149,0.8528639006137473,0.7450672977370212,0.8539123949010036,0.8855198773494524,0.8244835257848385,0.9647171101438113,0.0009524855906742147,0.8127606127478273,0.6853243580650914,0.8132848193708033,0.9235655617442143,0.7265314467621091,0.9470882884704906,0.001605726139200128
dice_ce_topo_dem_shuffled,0,segman_n100_dice_ce_topo_dem_shuffled_seed0,done,34,49,0.8527932198004005,0.8527932198004005,0.740557274297075,0.850942724187171,0.8806305240295135,0.8231913139271677,0.9682031660936524,0.000911647148077422,0.8578331895318319,0.7528963647987897,0.8590312352952055,0.9086184839963678,0.814576277395161,0.9665629610271143,0.0009752702140723186,0.8291770706744015,0.7146658871203492,0.8335920047031159,0.89598772609166,0.7793208519469556,0.9506488389244077,0.0017335353800756268
dice_ce_topo_dem_shuffled,1,segman_n100_dice_ce_topo_dem_shuffled_seed1,done,18,33,0.8385263665238203,0.8385263665238203,0.7176040123890195,0.8355872566819431,0.8241942257080929,0.8472996797915628,0.9632369987767757,0.0010879998360665154,0.8485011466343639,0.7394498746484912,0.8502111908202236,0.8409825222213115,0.8596446515550246,0.9621161916146453,0.001101429998817122,0.8344436183325101,0.7278669286865168,0.8425034551009364,0.8265658381808567,0.8590677653100707,0.9490566860135679,0.001608043461559098
dice_ce_topo_dem_shuffled,2,segman_n100_dice_ce_topo_dem_shuffled_seed2,done,36,51,0.837724029860365,0.837724029860365,0.7141278537135116,0.8332258905500131,0.8703335244490173,0.7991531123679112,0.9647283222610802,0.0010364860153819079,0.8591587991393947,0.7566853004692009,0.8614921525979576,0.8708562163772052,0.852327324606475,0.9657223073506459,0.0012160026204655124,0.7777419809169885,0.6244496935216228,0.7688138278605436,0.943703419377539,0.648611453093672,0.9381292028948869,0.0019155343130378081
